subscription_id,customer_id,month,monthly_fee
S-1709-202501,1709,2025-01,200
S-1709-202502,1709,2025-02,200
S-1713-202409,1713,2024-09,500
S-1713-202410,1713,2024-10,500
S-1714-202407,1714,2024-07,500
S-1714-202408,1714,2024-08,500
S-1717-202506,1717,2025-06,50
S-1721-202410,1721,2024-10,50
S-1721-202411,1721,2024-11,50
S-1721-202412,1721,2024-12,50
S-1721-202501,1721,2025-01,50
S-1721-202502,1721,2025-02,50
S-1721-202503,1721,2025-03,50
S-1724-202411,1724,2024-11,500
S-1724-202412,1724,2024-12,500
S-1724-202501,1724,2025-01,500
S-1724-202502,1724,2025-02,500
S-1724-202503,1724,2025-03,500
S-1726-202503,1726,2025-03,50
S-1726-202504,1726,2025-04,50
S-1727-202501,1727,2025-01,200
S-1727-202502,1727,2025-02,200
S-1727-202503,1727,2025-03,200
S-1727-202504,1727,2025-04,200
S-1727-202505,1727,2025-05,200
S-1727-202506,1727,2025-06,200
S-1736-202412,1736,2024-12,500
S-1736-202501,1736,2025-01,500
S-1736-202502,1736,2025-02,500
S-1737-202406,1737,2024-06,200
S-1737-202407,1737,2024-07,200
S-1737-202408,1737,2024-08,200
S-1737-202409,1737,2024-09,200
S-1737-202410,1737,2024-10,200
S-1747-202405,1747,2024-05,200
S-1747-202406,1747,2024-06,200
S-1747-202407,1747,2024-07,200
S-1750-202410,1750,2024-10,500
S-1750-202411,1750,2024-11,500
S-1750-202412,1750,2024-12,500
S-1750-202501,1750,2025-01,500
S-1750-202502,1750,2025-02,500
S-1750-202503,1750,2025-03,500
S-1750-202504,1750,2025-04,500
S-1759-202405,1759,2024-05,200
S-1759-202406,1759,2024-06,200
S-1759-202407,1759,2024-07,200
S-1759-202408,1759,2024-08,200
S-1759-202409,1759,2024-09,200
S-1759-202410,1759,2024-10,200
S-1759-202411,1759,2024-11,200
S-1759-202412,1759,2024-12,200
S-1764-202412,1764,2024-12,500
S-1764-202501,1764,2025-01,500
S-1765-202406,1765,2024-06,50
S-1765-202407,1765,2024-07,50
S-1765-202408,1765,2024-08,50
S-1765-202409,1765,2024-09,50
S-1765-202410,1765,2024-10,50
S-1765-202411,1765,2024-11,50
S-1767-202412,1767,2024-12,200
S-1767-202501,1767,2025-01,200
S-1767-202502,1767,2025-02,200
S-1767-202503,1767,2025-03,200
S-1768-202506,1768,2025-06,200
S-1791-202505,1791,2025-05,200
S-1806-202412,1806,2024-12,500
S-1806-202501,1806,2025-01,500
S-1806-202502,1806,2025-02,500
S-1806-202503,1806,2025-03,500
S-1807-202412,1807,2024-12,50
S-1807-202501,1807,2025-01,50
S-1807-202502,1807,2025-02,50
S-1807-202503,1807,2025-03,50
S-1810-202412,1810,2024-12,500
S-1810-202501,1810,2025-01,500
S-1810-202502,1810,2025-02,500
S-1810-202503,1810,2025-03,500
S-1817-202404,1817,2024-04,500
S-1817-202405,1817,2024-05,500
S-1822-202502,1822,2025-02,50
S-1822-202503,1822,2025-03,50
S-1824-202505,1824,2025-05,200
S-1834-202503,1834,2025-03,200
S-1834-202504,1834,2025-04,200
S-1834-202505,1834,2025-05,200
S-1844-202402,1844,2024-02,50
S-1844-202403,1844,2024-03,50
S-1844-202404,1844,2024-04,50
S-1844-202405,1844,2024-05,50
S-1844-202406,1844,2024-06,50
S-1844-202407,1844,2024-07,50
S-1844-202408,1844,2024-08,50
S-1844-202409,1844,2024-09,50
S-1844-202410,1844,2024-10,50
S-1844-202411,1844,2024-11,50
S-1844-202412,1844,2024-12,50
S-1844-202501,1844,2025-01,50
S-1844-202502,1844,2025-02,50
S-1844-202503,1844,2025-03,50
S-1876-202412,1876,2024-12,50
S-1876-202501,1876,2025-01,50
S-1876-202502,1876,2025-02,50
S-1876-202503,1876,2025-03,50
S-1876-202504,1876,2025-04,50
S-1876-202505,1876,2025-05,50
S-1883-202502,1883,2025-02,50
S-1883-202503,1883,2025-03,50
S-1889-202401,1889,2024-01,50
S-1889-202402,1889,2024-02,50
S-1889-202403,1889,2024-03,50
S-1889-202404,1889,2024-04,50
S-1889-202405,1889,2024-05,50
S-1889-202406,1889,2024-06,50
S-1889-202407,1889,2024-07,50
S-1889-202408,1889,2024-08,50
S-1889-202409,1889,2024-09,50
S-1889-202410,1889,2024-10,50
S-1896-202503,1896,2025-03,50
S-1896-202504,1896,2025-04,50
S-1896-202505,1896,2025-05,50
S-1896-202506,1896,2025-06,50
S-1899-202401,1899,2024-01,200
S-1899-202402,1899,2024-02,200
S-1899-202403,1899,2024-03,200
S-1899-202404,1899,2024-04,200
S-1899-202405,1899,2024-05,200
S-1899-202406,1899,2024-06,200
S-1899-202407,1899,2024-07,200
S-1899-202408,1899,2024-08,200
S-1899-202409,1899,2024-09,200
S-1899-202410,1899,2024-10,200
S-1899-202411,1899,2024-11,200
S-1899-202412,1899,2024-12,200
S-1900-202503,1900,2025-03,50
S-1900-202504,1900,2025-04,50
S-1918-202406,1918,2024-06,200
S-1918-202407,1918,2024-07,200
S-1918-202408,1918,2024-08,200
S-1918-202409,1918,2024-09,200
S-1918-202410,1918,2024-10,200
S-1918-202411,1918,2024-11,200
S-1924-202410,1924,2024-10,50
S-1924-202411,1924,2024-11,50
S-1924-202412,1924,2024-12,50
S-1924-202501,1924,2025-01,50
S-1924-202502,1924,2025-02,50
S-1924-202503,1924,2025-03,50
S-1924-202504,1924,2025-04,50
S-1924-202505,1924,2025-05,50
S-1929-202409,1929,2024-09,500
S-1929-202410,1929,2024-10,500
S-1929-202411,1929,2024-11,500
S-1951-202405,1951,2024-05,50
S-1951-202406,1951,2024-06,50
S-1951-202407,1951,2024-07,50
S-1951-202408,1951,2024-08,50
S-1951-202409,1951,2024-09,50
S-1951-202410,1951,2024-10,50
S-1953-202506,1953,2025-06,50
S-1965-202401,1965,2024-01,50
S-1965-202402,1965,2024-02,50
S-1965-202403,1965,2024-03,50
S-1965-202404,1965,2024-04,50
S-1965-202405,1965,2024-05,50
S-1965-202406,1965,2024-06,50
S-1965-202407,1965,2024-07,50
S-1965-202408,1965,2024-08,50
S-1965-202409,1965,2024-09,50
S-1965-202410,1965,2024-10,50
S-1965-202411,1965,2024-11,50
S-1965-202412,1965,2024-12,50
S-1965-202501,1965,2025-01,50
S-1965-202502,1965,2025-02,50
S-1965-202503,1965,2025-03,50
S-1965-202504,1965,2025-04,50
S-1965-202505,1965,2025-05,50
S-1970-202412,1970,2024-12,200
S-1970-202501,1970,2025-01,200
S-1970-202502,1970,2025-02,200
S-1970-202503,1970,2025-03,200
S-1970-202504,1970,2025-04,200
S-1970-202505,1970,2025-05,200
S-1970-202506,1970,2025-06,200
S-1975-202402,1975,2024-02,50
S-1975-202403,1975,2024-03,50
S-1975-202404,1975,2024-04,50
S-1975-202405,1975,2024-05,50
S-1975-202406,1975,2024-06,50
S-1982-202406,1982,2024-06,50
S-1982-202407,1982,2024-07,50
S-1982-202408,1982,2024-08,50
S-1982-202409,1982,2024-09,50
S-1982-202410,1982,2024-10,50
S-1982-202411,1982,2024-11,50
S-1982-202412,1982,2024-12,50
S-1982-202501,1982,2025-01,50
S-1982-202502,1982,2025-02,50
S-1982-202503,1982,2025-03,50
S-1982-202504,1982,2025-04,50
S-1982-202505,1982,2025-05,50
S-1986-202406,1986,2024-06,500
S-1986-202407,1986,2024-07,500
S-1986-202408,1986,2024-08,500
S-1986-202409,1986,2024-09,500
S-1986-202410,1986,2024-10,500
S-1988-202411,1988,2024-11,500
S-1988-202412,1988,2024-12,500
S-1988-202501,1988,2025-01,500
S-1988-202502,1988,2025-02,500
S-1988-202503,1988,2025-03,500
S-1999-202504,1999,2025-04,500
S-1999-202505,1999,2025-05,500
